IDNo,ID,final_result,Female,Male,YoG,SGPA,CGPA100,CGPA200,CGPA300
54595,832,Pass with distinction,1,0,1.4,2.95,3.2,2.96,3.02
76723,833,Pass with distinction,0,1,1.4,4.44,4.96,4.92,4.93
27008,834,Pass,0,1,1.4,2.5,3.53,3.37,2.2
66793,835,Pass with distinction,0,1,1.4,4.02,4.67,4.63,4.81
34046,836,Pass with distinction,1,0,1.4,3.68,3.49,3.47,3.86
67596,837,Pass with distinction,1,0,1.4,2.81,3.87,3.76,3.8
82670,838,Pass,1,0,1.5,2.66,2.25,2.98,3.07
35726,839,Pass,0,1,1.4,2.07,3.04,2.65,1.51
60649,840,Pass with distinction,0,1,1.4,2.4,3.53,2.91,2.22
79339,841,Pass with distinction,0,1,1.4,2.58,4.13,3.71,3.48
86025,842,Pass,0,1,1.4,2.36,4.02,3.43,3.64
36782,843,Pass with distinction,0,1,1.4,2.64,3.29,3.05,3.09
75800,844,Pass with distinction,1,0,1.4,2.97,3.51,3.4,3.43
44424,845,Pass with distinction,0,1,1.4,2.47,4.58,4.18,4.79
42675,846,Pass with distinction,0,1,1.4,3.91,4.24,3.6,3.5
75819,847,Pass with distinction,0,1,1.4,3.68,4.31,3.39,4.02
42576,848,Pass with distinction,0,1,1.4,3.33,3.56,2.92,3.26
29972,849,Borderline pass,0,1,1.5,2.01,3.42,2.08,2
38784,850,Pass,0,1,1.4,3.33,3.24,3.07,1.9
27405,851,Pass with distinction,0,1,1.4,2.23,2.27,2.36,2.76
68101,852,Pass,0,1,1.4,4.1,3.73,2.98,2.96
65727,853,Pass with distinction,0,1,1.4,2.66,4.27,3.82,3.76
48948,854,Pass with distinction,1,0,1.4,3.31,4.53,4.33,4.21
84566,855,Pass with distinction,0,1,1.4,2.97,3.78,3.84,4.18
52491,856,Pass with distinction,0,1,1.4,3.91,4.51,4.08,4.24
39135,857,Pass with distinction,0,1,1.4,3.54,4.16,4.21,4.38
70139,858,Pass with distinction,0,1,1.4,2.66,4.71,4.47,4.43
42515,859,Pass with distinction,1,0,1.4,2.88,3.53,3.43,4.02
86402,860,Pass,0,1,1.4,3.28,3.18,3.03,1.73
78099,861,Pass,0,1,1.4,2.34,2.69,3.33,2.29
34874,862,Pass,0,1,1.4,3.05,3.56,2.49,1.86
25284,863,Pass with distinction,0,1,1.4,3.28,4.31,4,4.19
71608,864,Pass with distinction,1,0,1.4,3.52,3.82,3.81,3.98
50000,865,Pass with distinction,0,1,1.5,2.15,4.58,3.63,4.02
29825,866,Pass with distinction,1,0,1.5,2.57,3.82,3.33,4.19
58755,867,Pass with distinction,0,1,1.5,3.54,4.73,4.27,4.67
57169,868,Pass with distinction,1,0,1.5,2.98,4.6,4.02,4.6
36334,869,Pass with distinction,0,1,1.5,2.81,3.82,3.14,3.64
33829,870,Pass with distinction,0,1,1.5,3.68,4.73,4.25,4.52
94544,871,Pass,0,1,1.5,2.97,3.56,2.45,2.87
73687,872,Pass with distinction,0,1,1.5,4.38,4.47,4.24,4.55
93621,873,Pass,0,1,1.5,2.77,3.49,2.66,3.19
41187,874,Pass,0,1,1.5,2.17,3.6,2.63,2.54
79248,875,Pass,0,1,1.5,2.89,3.22,2.3,2.7
85272,876,Pass,0,1,1.5,3.05,3.42,2.33,2.45
45600,877,Pass,0,1,1.5,2.71,4,3.19,3.68
24628,878,Pass,1,0,1.5,2.88,3.89,3.07,2.89
80844,879,Pass with distinction,0,1,1.5,2.95,4.11,3.48,4.31
25001,880,Pass with distinction,0,1,1.5,2.42,3.87,3.17,3.38
53846,881,Pass with distinction,0,1,1.5,3.75,3.78,2.9,3.7
27786,882,Pass with distinction,0,1,1.5,3.19,4.29,3.19,3.71
93343,883,Pass with distinction,0,1,1.5,3.89,3.73,2.57,2.89
31987,884,Pass with distinction,0,1,1.5,2.33,3.64,2.36,4.05
29342,885,Pass,1,0,1.5,3.13,3.67,3.14,3.26
43835,886,Pass with distinction,0,1,1.5,3.4,4.04,3.03,4.1
71737,887,Pass with distinction,1,0,1.5,1.88,3.27,2.9,3.25
31199,888,Pass with distinction,1,0,1.5,2.25,3.84,2.96,3.86
46974,889,Pass with distinction,1,0,1.5,3.52,4.8,4.29,4.67
68748,890,Pass,0,1,1.5,2.6,2.42,2.5,2.74
52666,891,Pass,0,1,1.5,2.01,3.71,2.55,3.04
82832,892,Pass with distinction,0,1,1.5,2.66,3.98,3.04,3.91
40620,893,Pass with distinction,0,1,1.5,2.71,3.96,3.72,4.48
60454,894,Pass,0,1,1.5,3.13,3.31,2.52,2.35
68544,895,Pass,0,1,1.5,2.71,4.16,2.94,3.37
52469,896,Pass with distinction,1,0,1.5,4.17,4.42,3.88,4.57
75437,897,Pass with distinction,0,1,1.5,2.88,4.53,3.86,4.38
67693,898,Pass,0,1,1.5,2.03,3.36,2.28,2.52
51382,899,Pass,0,1,1.5,2.64,2.96,2.36,2.81
55563,900,Pass with distinction,0,1,1.5,2.66,3.58,3.35,3.98
85190,901,Borderline pass,0,1,1.5,1.98,3.02,2.24,2.19
91737,902,Borderline pass,0,1,1.1,2.89,2.18,2.53,1.17
25219,903,Borderline pass,0,1,1.1,3.06,2.96,1.47,0.97
71274,904,Pass,0,1,1.1,3.67,4.4,3.34,3.62
64984,905,Borderline pass,0,1,1.2,3.05,2.62,2.74,1.39
42991,906,Pass with distinction,0,1,1.1,3.68,4,4.26,4.41
27117,907,Borderline pass,0,1,1.1,2.71,2.53,2.26,1.69
63022,908,Pass,1,0,1.2,2.27,3.15,2.63,1.34
38806,909,Borderline pass,0,1,1.1,2.59,2.74,2.51,2.29
87285,910,Borderline pass,0,1,1.1,2.89,3.21,2.56,1.95
80766,911,Pass with distinction,0,1,1.1,2.97,4.19,3.91,3.69
65201,912,Pass with distinction,1,0,1.1,3.23,3.38,4.04,4.14
67808,913,Pass,0,1,1.1,3.57,3.45,2.98,2.9
84887,914,Pass with distinction,0,1,1.1,4.17,4.83,4.65,4.55
86150,915,Pass with distinction,0,1,1.1,2.5,4.4,4.4,4.31
54478,916,Pass,0,1,1.1,2.81,2.98,2.06,2.45
59738,917,Pass,0,1,1.1,2.97,3.26,2.92,2.52
75310,918,Pass,1,0,1.1,3.59,3.57,3.14,2.66
42582,919,Pass with distinction,0,1,1.1,3.13,4.43,4.28,4.48
76998,920,Pass with distinction,1,0,1.1,2.64,4.68,4.88,4.55
48412,921,Pass,0,1,1.1,3.44,3.98,3.84,3.31
55683,922,Pass,0,1,1.1,3.57,3.32,2.22,2.79
58499,923,Pass with distinction,1,0,1.1,4.53,4.3,4.53,4.38
67244,924,Borderline pass,0,1,1.2,2.63,3.15,1.88,1.86
54796,925,Pass,1,0,1.1,2.14,3.26,3.35,3.52
39708,926,Borderline pass,0,1,1.1,3.75,2.85,1.86,1.66
41932,927,Pass with distinction,1,0,1.1,3.66,4.87,4.81,4.66
90694,928,Pass,0,1,1.1,3.13,3.19,2.58,3.06
66757,929,Pass with distinction,0,1,1.1,3.61,4,3.33,3.48
53027,930,Pass with distinction,0,1,1.1,3.33,3.66,3.84,3.69
24569,931,Pass with distinction,0,1,1.1,2.32,4.91,4.7,4.69
66662,932,Pass,1,0,1.1,3.13,2.94,3.13,3.72
73532,933,Pass with distinction,1,0,1.1,3.89,4.91,4.67,4.48
80757,934,Pass,1,0,1.1,2.92,2.53,2.7,3.29
71321,935,Pass,0,1,1.1,3.33,3.62,3.02,3.31
94724,936,Pass,1,0,1.1,4.1,3.55,4.18,3.77
44646,937,Pass,1,0,1.1,3.67,2.68,3.45,3.9
87905,938,Pass,0,1,1.1,2.81,3.89,3.15,3.69
68313,939,Pass,0,1,1.1,4.17,3.53,3.72,3.55
90584,940,Pass,0,1,1.1,2.81,3.51,3.21,3.52
96676,941,Borderline pass,0,1,1.1,3.57,3.3,2.61,2.06
68321,942,Pass,0,1,1.1,2.71,3.45,3.3,3.48
78809,943,Pass,1,0,1.1,2.41,3.43,3.13,3.1
91301,944,Borderline pass,0,1,1.1,2.19,2.36,2.37,2.45
90318,945,Pass,0,1,1.1,3.2,3.87,3.44,3.48
82681,946,Pass,0,1,1.1,3.33,3.83,3.26,2.72
40720,947,Pass,0,1,1.1,3.28,4.06,2.79,2.68
32115,948,Pass,1,0,1.2,3.2,2.61,2.44,2.26
87965,949,Pass with distinction,1,0,1.2,4.38,4.32,4.23,3.87
95071,950,Pass,0,1,1.2,3.33,2.89,1.84,2.1
72615,951,Pass,0,1,1.2,2.5,3.04,2.65,2.77
86281,952,Pass,0,1,1.2,3.21,3.72,3.42,3.93
34417,953,Pass,1,0,1.2,2.5,3.66,3.74,4
91820,954,Borderline pass,0,1,1.2,3.3,2.81,2.43,2.66
78519,955,Pass,0,1,1.2,3.13,3.47,2.43,3.24
92199,956,Pass with distinction,1,0,1.2,3.52,3.66,4.86,4.59
71023,957,Pass,0,1,1.3,2.97,3.4,2.22,3.55
88938,958,Pass,1,0,1.2,2.77,3.72,3.88,4.31
73432,959,Pass,0,1,1.2,2.66,2.83,2.88,2.97
23836,960,Pass with distinction,0,1,1.2,3.61,4,4.3,3.66
42007,961,Pass,0,1,1.2,3.75,3.4,2.91,3.21
47144,962,Pass,0,1,1.2,2.5,2.57,2.22,2.78
74708,963,Pass with distinction,1,0,1.2,3.68,4.28,4.56,4.62
40057,964,Pass,0,1,1.2,2.42,2.79,2.67,2.9
71396,965,Pass,0,1,1.2,3.54,2.81,2.62,3.17
66947,966,Pass,0,1,1.2,2.95,3.09,2.2,2.79
48942,967,Pass,1,0,1.2,3.2,2.79,3.04,2.81
39139,968,Pass,0,1,1.2,3.67,3.06,2.26,2.76
51824,969,Borderline pass,0,1,1.2,2.81,3.64,1.83,2.39
55072,970,Pass,0,1,1.2,3.83,3.79,3.81,3.24
61539,971,Pass,0,1,1.2,3.02,3.87,3.88,3.59
94967,972,Pass with distinction,1,0,1.2,2.77,4.21,4.53,4.55
73929,973,Pass with distinction,1,0,1.2,3.59,3.89,4.14,4.38
72447,974,Pass,1,0,1.2,2.58,3.09,2.66,3.23
67866,975,Borderline pass,0,1,1.2,2.81,3.28,2.51,2.55
91641,976,Borderline pass,1,0,1.2,2.25,3.36,2.04,2
49646,977,Pass with distinction,1,0,1.2,3.44,3.91,3.62,4.07
77442,978,Pass,1,0,1.2,3.13,3.66,4,4.07
46029,979,Pass,0,1,1.2,2.5,1.83,2.61,3.52
34609,980,Borderline pass,0,1,1.3,3.66,3.21,2.09,2.32
33122,981,Borderline pass,0,1,1.2,2.86,2.96,2.77,2.45
37816,982,Pass,0,1,1.2,2.86,3.02,2.2,2.55
34290,983,Pass,1,0,1.2,2.59,2.83,2.91,3.06
27955,984,Borderline pass,0,1,1.3,3.93,3.77,3.15,2.79
57151,985,Pass,1,0,1.2,3.59,3.79,3.56,3.17
58451,986,Pass,0,1,1.2,2.15,3.15,2.27,2.58
75755,987,Borderline pass,0,1,1.3,2.64,2.53,1.8,1.79
24918,988,Pass,0,1,1.2,2.71,3.17,3.36,3.55
72558,989,Pass with distinction,1,0,1.2,2.14,3.64,4.28,4.21
62937,990,Borderline pass,1,0,1.2,2.19,2.6,2.64,2.62
73791,991,Pass,1,0,1.2,3.05,3.53,3.76,3.38
57913,992,Pass,1,0,1.2,2.86,3.21,3.42,3.1
68603,993,Borderline pass,0,1,1.3,2.5,3.34,2.13,2.74
93086,994,Pass with distinction,1,0,1.2,3.21,3.55,4.11,4.28
64973,995,Borderline pass,0,1,1.3,2.23,3.09,2.26,2.16
61082,996,Pass,0,1,1.2,2.27,2.94,2.53,2.77
72797,997,Pass,0,1,1.2,2.86,2.89,2.1,1.87
44651,998,Pass,0,1,1.2,3.21,3.45,2.84,3.34
83149,999,Pass,0,1,1.2,2.86,3.17,3.98,4.07
60578,1000,Pass,0,1,1.3,2.81,2.43,3.23,2.54
83312,1001,Pass,0,1,1.2,3.59,3.91,3.4,3.69
47979,1002,Borderline pass,1,0,1.3,3.75,3.04,2.5,2.55
91873,1003,Pass,0,1,1.2,3.36,3.34,3.75,3.45
87123,1004,Borderline pass,1,0,1.2,2.89,2.87,2.55,2.55
59674,1005,Pass,1,0,1.2,2.86,3.3,3.53,2.9
88888,1006,Borderline pass,0,1,1.4,2.63,2.96,1.84,2.06
50564,1007,Pass with distinction,1,0,1.2,2.97,3,3.44,3.66
23766,1008,Pass with distinction,1,0,1.2,4.22,4.3,4.37,4.24
66075,1009,Pass,0,1,1.2,3.75,3.53,2.47,2.81
77151,1010,Pass,0,1,1.2,3.91,3.49,2.84,3.34
58777,1011,Pass with distinction,1,0,1.2,2.42,3.81,4.51,4.24
65687,1012,Pass,0,1,1.2,3.36,3.74,3.47,2.97
70085,1013,Pass with distinction,1,0,1.2,3.33,3.53,3.78,3.9
25819,1014,Pass,0,1,1.4,3.28,2.91,2.26,2.13
54788,1015,Pass,1,0,1.2,3.05,2.96,3.42,3.74
88976,1016,Pass,1,0,1.2,2.77,2.49,2.43,2.48
76865,1017,Pass,0,1,1.2,3.3,3.62,3.09,4.14
64243,1018,Pass,0,1,1.2,2.59,2.91,3.33,3.87
31788,1019,Pass with distinction,0,1,1.2,2.86,4.21,4.6,4.28
31030,1020,Pass,1,0,1.2,3.84,4.15,4.33,3.97
56515,1021,Borderline pass,1,0,1.2,2.66,2.91,3.14,2.94
88281,1022,Pass with distinction,0,1,1.2,4.45,4.74,4.79,4.93
32319,1023,Pass with distinction,1,0,1.2,3.83,4.68,4.81,4.62
31189,1024,Pass with distinction,1,0,1.2,2.11,3.57,3.98,4.52
66271,1025,Pass with distinction,1,0,1.2,3.75,3.62,4.24,4.34
90444,1026,Pass with distinction,1,0,1.2,2.32,3.57,4.09,3.9
86550,1027,Borderline pass,0,1,1.4,2.81,3.09,3.36,1.32
72654,1028,Pass,0,1,1.3,2.81,2.74,2.27,1.87
41972,1029,Pass,0,1,1.2,3.48,4,3.79,3.9
63117,1030,Pass,0,1,1.4,2.27,3.79,1.42,2.13
92544,1031,Pass,0,1,1.2,3.48,3.66,2.82,3.73
68521,1032,Pass,1,0,1.3,2.58,3.3,3.23,3.16
54961,1033,Pass with distinction,1,0,1.3,3.04,4.24,4.35,4.76
86952,1034,Pass,1,0,1.4,2.73,3.38,3.68,3.45
49064,1035,Pass,0,1,1.3,2.19,3.93,3.41,3.17
40464,1036,Borderline pass,0,1,1.3,2.59,3.71,2.93,2.71
41942,1037,Borderline pass,1,0,1.4,3.04,2.2,2.43,1.62
48944,1038,Pass,1,0,1.3,3.28,4.13,3.84,3.55
71570,1039,Pass,1,0,1.4,4.45,3.8,3.19,3.63
60657,1040,Pass,1,0,1.3,3.36,3.62,2.73,3.03
32884,1041,Pass with distinction,1,0,1.3,3.2,4.16,4.26,4.83
60275,1042,Pass,0,1,1.3,2.21,2.93,2.85,2.68
32077,1043,Pass,0,1,1.3,3.91,4.11,3.37,3.55
79645,1044,Pass,0,1,1.3,3.26,3.67,3.07,3.19
32034,1045,Pass,0,1,1.3,3.26,4.36,4.09,4.48
97102,1046,Pass,0,1,1.3,3.4,4.04,3.16,2.87
28448,1047,Pass with distinction,1,0,1.3,2.98,4.53,4.49,4.62
87742,1048,Pass,0,1,1.3,3.75,4.24,4.05,3.9
53672,1049,Pass,0,1,1.3,3.54,4.04,3.22,3.35
84617,1050,Pass,1,0,1.3,3.57,3.38,3.6,2.72
65484,1051,Pass,0,1,1.3,4.1,4.91,4.3,4.83
63878,1052,Pass with distinction,1,0,1.3,2.81,4.11,4.28,3.97
64614,1053,Pass with distinction,1,0,1.3,3.68,3.93,3.95,4.14
41650,1054,Pass,1,0,1.3,3.36,4.27,3.81,4.1
62642,1055,Pass with distinction,1,0,1.3,3.3,3.96,3.41,3.69
64369,1056,Pass with distinction,0,1,1.3,2.76,3.89,3.59,4.38
90349,1057,Pass,0,1,1.3,2.14,3.2,3.48,3.93
93599,1058,Pass,0,1,1.3,2.99,4.13,3,2.55
82482,1059,Pass,0,1,1.3,4.24,3.96,3.7,3.86
83873,1060,Borderline pass,0,1,1.4,2.77,3.42,2.6,3.16
47714,1061,Pass with distinction,0,1,1.3,4.14,4.56,4.63,4.21
87548,1062,Pass,0,1,1.3,3.67,3.51,3.77,3.48
35241,1063,Borderline pass,0,1,1.4,2.19,3.31,2.15,1.42
45611,1064,Pass with distinction,0,1,1.3,4.93,4.36,4.19,4.81
82166,1065,Pass,1,0,1.3,2.5,3.87,3.05,2.87
55674,1066,Borderline pass,0,1,1.4,3.52,3.33,2.45,2.26
61442,1067,Pass,1,0,1.3,2.5,3.07,3.1,3.38
78089,1068,Pass,0,1,1.3,3.68,3.91,3.56,3.76
72320,1069,Pass,0,1,1.3,2.98,4.58,4.26,4.79
40771,1070,Pass,0,1,1.3,2.88,3.42,2.8,3.03
30560,1071,Pass,1,0,1.3,4.14,3.76,3.88,4.34
72940,1072,Borderline pass,0,1,1.3,2.19,2.76,2.83,2.72
54888,1073,Pass with distinction,0,1,1.3,2.71,3.98,3.35,3.81
33381,1074,Pass with distinction,0,1,1.3,3.98,4.71,4.26,4.79
38897,1075,Pass with distinction,0,1,1.3,3.2,4.38,4.19,4.39
39152,1076,Borderline pass,0,1,1.4,2.85,3.56,2.6,2.38
35913,1077,Pass with distinction,0,1,1.3,3.59,3.82,4.33,4.79
27069,1078,Pass,0,1,1.3,3.67,3.51,3.64,4.14
26554,1079,Pass with distinction,1,0,1.3,3.82,3.71,3.93,4.48
59815,1080,Pass,0,1,1.4,3.23,4.49,3.41,3.62
26765,1081,Pass,0,1,1.3,2.14,3.58,3.26,3.66
61118,1082,Pass,0,1,1.3,3.59,4.04,3.49,3.19
70357,1083,Pass,1,0,1.4,2.73,2.53,2.18,3.45
53131,1084,Pass,0,1,1.3,2.92,4.07,3.74,3.42
83079,1085,Pass with distinction,0,1,1.3,2.81,4.27,4.42,4.59
52475,1086,Pass,1,0,1.3,2.4,3.38,3.15,2.79
30887,1087,Borderline pass,0,1,1.4,2.29,3.69,2.66,2.03
88682,1088,Pass,1,0,1.3,2.97,3.02,3.25,3.38
31120,1089,Pass,0,1,1.3,3.28,3.8,2.63,3.45
96364,1090,Pass,0,1,1.3,3.47,4.38,3.56,4
54794,1091,Pass with distinction,0,1,1.3,3.06,4.53,4.33,4.62
60990,1092,Pass,0,1,1.3,2.02,3.76,3.43,3.06
81739,1093,Pass,0,1,1.3,3.19,3.76,3.47,3.03
34861,1094,Pass with distinction,0,1,1.3,3.06,4.67,4.04,4.52
35610,1095,Pass with distinction,0,1,1.3,3.96,3.89,3.81,4.07
79096,1096,Pass,0,1,1.4,1.77,2.58,2.68,2.29
46386,1097,Borderline pass,0,1,1.4,2.5,2.76,2,2.23
70814,1098,Pass,0,1,1.3,3.57,3.64,3.19,3.34
61240,1099,Pass with distinction,0,1,1.3,3.67,4.22,4.3,4.45
86821,1100,Pass,1,0,1.3,2.58,3.56,3.16,3.59
84495,1101,Pass,0,1,1.5,3.13,3.02,2.33,2.71
68942,1102,Pass,1,0,1.3,2.34,2.76,2.56,3.23
66947,1103,Pass with distinction,1,0,1.3,3.28,4.67,4.7,4.83
86493,1104,Borderline pass,1,0,1.4,2.33,3.18,2.04,1.93
67112,1105,Pass,0,1,1.5,3.89,3.44,2.89,2.56
67008,1106,Pass,0,1,1.3,2.95,3.09,2.79,3.57
71375,1107,Pass,1,0,1.3,3.59,3.96,2.84,1.9
73469,1108,Pass,1,0,1.3,3.19,3.49,2.91,3.33
49466,1109,Pass,0,1,1.3,2.85,3.64,1.92,3.23
52401,1110,Pass,0,1,1.3,3.66,4.62,3,4.34
79158,1111,Pass,0,1,1.4,2.5,3.07,2.94,4.07
90211,1112,Pass,1,0,1.3,2.66,3.5,3.5,4.29
53606,1113,Pass,1,0,1.4,3.33,3.91,3.74,2.38
26701,1114,Pass with distinction,1,0,1.4,3.89,4.31,4.29,4
25612,1115,Pass,0,1,1.4,3.13,3.51,2.23,2.38
62015,1116,Pass,0,1,1.4,3.06,4.04,3.36,3.28
55526,1117,Pass,0,1,1.5,3.13,2.33,1.77,2.41
34632,1118,Pass,0,1,1.4,2.64,3.24,2.82,2.81
58432,1119,Pass with distinction,0,1,1.4,3.75,3.67,4.14,3.93
83474,1120,Pass,0,1,1.5,2.81,1.89,1.54,1.74
86006,1121,Pass with distinction,1,0,1.4,3.75,4.16,4.76,4.52
96520,1122,Pass,0,1,1.4,2.81,3.62,3.43,3.66
54194,1123,Pass with distinction,0,1,1.4,2.34,3.04,3.14,3.89
48385,1124,Pass with distinction,1,0,1.4,3.36,4,3.93,4.1
52844,1125,Pass,1,0,1.4,3.06,3.84,3.76,3.03
53071,1126,Pass with distinction,1,0,1.4,2.67,3.4,3.91,3.48
90740,1127,Pass with distinction,0,1,1.4,4.24,4.44,4.48,3.52
95759,1128,Pass,1,0,1.4,3.16,3.42,3.8,3.79
44312,1129,Pass,0,1,1.4,2.5,3.4,2.47,2.52
41264,1130,Pass with distinction,1,0,1.4,2.23,4.09,4.43,3.9
25706,1131,Pass,1,0,1.4,2.36,3.64,3.93,4.21
33821,1132,Pass,0,1,1.4,2.29,3.33,3.71,2.97
87112,1133,Pass,0,1,1.4,2.68,3.04,2.98,2.97
77466,1134,Pass,0,1,1.4,1.91,3.82,3.4,3.1
54969,1135,Pass with distinction,0,1,1.4,2.85,4.18,4.19,4.04
26018,1136,Pass,0,1,1.4,3.02,3.93,3.31,2.7
32641,1137,Pass with distinction,1,0,1.4,2.97,3.4,4.4,4
89501,1138,Pass,0,1,1.4,2.71,3.42,3.43,3.52
59373,1139,Pass,0,1,1.4,2.43,3.87,4,3.45
24878,1140,Pass,0,1,1.4,3.54,3.04,2.13,2.13
90408,1141,Pass with distinction,0,1,1.4,2.92,3.73,3.52,4.21
70320,1142,Pass,0,1,1.4,2.08,3.31,3.12,3.03
38937,1143,Pass,0,1,1.4,2.08,2.47,2.09,2.73
57372,1144,Borderline pass,0,1,1.4,3.05,2.42,1.79,2.1
52632,1145,Pass,1,0,1.4,1.76,3.8,4.26,3.69
29869,1146,Pass with distinction,1,0,1.4,3.19,3.44,3.67,3.52
50943,1147,Pass,0,1,1.4,2.43,2.96,1.48,1.58
28638,1148,Pass,0,1,1.4,3.52,3.24,2.66,2.9
52898,1149,Pass,0,1,1.4,2.42,3.71,3.77,4.17
64738,1150,Pass,0,1,1.4,2.97,4.09,4.02,3.79
42930,1151,Pass with distinction,1,0,1.4,3.75,4.71,4.9,4.66
30519,1152,Pass,0,1,1.4,3.28,3.51,4.41,3.48
67474,1153,Pass with distinction,0,1,1.4,2.36,4.42,4.43,4.28
77955,1154,Pass,0,1,1.5,2.78,2.71,2.08,2.91
50270,1155,Pass,0,1,1.4,2.67,3.82,4.14,3.96
95818,1156,Pass,0,1,1.4,1.84,3.58,3.55,2.22
54748,1157,Pass,1,0,1.4,2.5,3.06,3.14,3
37567,1158,Pass with distinction,0,1,1.4,3.52,4.53,4.67,4.34
73087,1159,Pass,0,1,1.4,3.57,3.73,2.44,2.59
68115,1160,Pass,1,0,1.4,2.56,3.51,3.43,3.07
82170,1161,Pass,0,1,1.5,2.66,3.11,3.16,2.81
65756,1162,Pass with distinction,0,1,1.4,4.22,4.78,4.81,4.83
71608,1163,Borderline pass,0,1,1.4,2.24,2.64,2.07,1.52
74453,1164,Pass with distinction,0,1,1.4,2.29,3.96,4.14,3.28
60815,1165,Pass,0,1,1.4,2.77,2.33,2.51,2.65
66019,1166,Pass with distinction,1,0,1.4,4.14,4.84,4.9,4.72
31231,1167,Pass,0,1,1.5,2.22,2.09,1.91,2.58
83497,1168,Pass,0,1,1.4,2.97,3.16,3.5,3.72
25538,1169,Pass,1,0,1.4,2.29,3.36,3.36,3.31
88770,1170,Pass with distinction,0,1,1.4,3.54,4,3.95,3.72
90303,1171,Pass with distinction,1,0,1.4,3.2,4.69,4.88,4.93
24035,1172,Pass,0,1,1.4,3.06,4,2.9,2.52
48735,1173,Pass,0,1,1.4,3.75,3.29,2.85,2.32
32169,1174,Pass,0,1,1.4,1.84,2.98,2.22,2.85
65037,1175,Pass,1,0,1.4,2.85,4.24,3.52,3.41
23728,1176,Borderline pass,0,1,1.5,3.67,3.67,2.06,2.64
51698,1177,Pass,1,0,1.4,3.52,4.11,3.55,3.48
60793,1178,Pass with distinction,0,1,1.4,2.43,4.13,3.88,3.97
35549,1179,Pass,0,1,1.4,2.43,3.53,1.74,1.74
25338,1180,Pass with distinction,0,1,1.4,2.99,3.67,3.25,3.81
65696,1181,Pass with distinction,0,1,1.4,2.19,3.82,4.19,4.66
80200,1182,Pass,0,1,1.4,2.99,2.8,2.61,2.13
75563,1183,Pass with distinction,1,0,1.4,2.25,4.31,4.67,4.86
60606,1184,Pass with distinction,1,0,1.4,2.66,4.49,4.52,4.21
50505,1185,Pass with distinction,0,1,1.4,2.34,4.73,4.83,4.72
78364,1186,Pass with distinction,0,1,1.4,3.13,4.84,4.98,4.76
54621,1187,Pass with distinction,0,1,1.4,2.27,4.22,4.48,4.45
78959,1188,Pass,0,1,1.4,3.05,3.44,2.28,2.76
50437,1189,Pass with distinction,0,1,1.4,3.28,4.6,4.74,4.52
72220,1190,Pass,0,1,1.4,3.4,4.64,4.17,3.79
80308,1191,Pass,1,0,1.4,2.43,2.78,3.73,3
97168,1192,Borderline pass,0,1,1.4,2.43,3.02,3.17,3.17
59170,1193,Pass,0,1,1.4,3.68,4.67,3.83,3.59
90499,1194,Pass,1,0,1.4,2.38,1.93,1.98,2.03
32152,1195,Pass,0,1,1.4,3.13,2.6,2,2.81
55310,1196,Pass with distinction,1,0,1.4,2.71,4,4.23,3.93
95263,1197,Pass with distinction,0,1,1.4,2.64,4.42,4.33,4.34
44903,1198,Pass with distinction,0,1,1.4,3.16,4.04,4.67,4.41
83592,1199,Pass,0,1,1.4,2.43,3.58,4.43,4.41
78972,1200,Pass,0,1,1.4,2.27,3.24,3.5,2.71
71808,1201,Pass,1,0,1.4,2.58,3.84,3.88,3.34
96300,1202,Pass,0,1,1.5,2.58,2.87,2.25,1.39
88520,1203,Pass,0,1,1.4,3.13,3.18,2.23,2.45
32486,1204,Pass,1,0,1.4,3.13,2.44,2.81,2.48
50512,1205,Pass with distinction,1,0,1.4,3.26,2.98,3.86,3.9
97368,1206,Pass,0,1,1.4,2.54,4.29,3.42,3.38
58948,1207,Pass,0,1,1.5,3.98,4,4.26,4.38
97530,1208,Pass with distinction,0,1,1.5,3.89,3.69,3.71,3.76
84997,1209,Pass with distinction,1,0,1.5,2.67,4.47,4.9,4.93
69690,1210,Pass,0,1,1.5,2.08,3,2.98,4.26
57194,1211,Pass with distinction,1,0,1.5,3.54,3.82,4.07,4.76
55768,1212,Pass with distinction,1,0,1.5,2.4,4.11,4.62,4.55
34797,1213,Pass,0,1,1.5,2.85,3.4,2.73,3.66
96529,1214,Pass,0,1,1.5,4.1,3.27,3.6,4.17
79420,1215,Pass with distinction,1,0,1.5,2.85,3.56,3.67,3.84
40810,1216,Pass with distinction,1,0,1.5,4.24,4.53,4.93,5
79407,1217,Pass with distinction,1,0,1.5,2.88,3.64,4.43,4.59
72390,1218,Pass,0,1,1.5,3.25,3.84,4.14,4.1
59101,1219,Pass,1,0,1.5,3.31,4.27,4.05,4.07
92746,1220,Pass with distinction,1,0,1.5,2.97,3.51,3.49,3.86
54552,1221,Pass with distinction,0,1,1.5,3.22,4.73,4.79,4.52
51554,1222,Pass,0,1,1.5,2.15,3.4,3.71,3.97
95381,1223,Pass with distinction,1,0,1.5,4.17,4.49,4.69,5
50091,1224,Pass with distinction,1,0,1.5,3.4,4.44,4.81,5
84757,1225,Pass with distinction,0,1,1.5,3.13,2.76,3.56,4.66
65226,1226,Pass with distinction,0,1,1.5,3.96,4.47,2.9,4.1
46500,1227,Pass,0,1,1.5,3.13,3.47,2.64,3.61
