IDNo,ID,final_result,Female,Male,YoG,SGPA,CGPA100,CGPA200,CGPA300
61877,2013,Pass,0,1,1.3,3.13,4.26,3.38,3.69
40105,2014,Pass,0,1,1.3,3.44,4.64,3.78,4.13
32449,2015,Pass,0,1,1.3,3.2,4.02,2.98,3.68
29708,2016,Pass,0,1,1.3,3.02,4.57,3.94,3.64
95316,2017,Pass,0,1,1.3,3.48,4.19,3.58,3.35
57846,2018,Pass with distinction,0,1,1.3,3.93,4.66,3.12,4.02
36616,2019,Pass,1,0,1.3,4.44,4.17,3.4,3.4
68100,2020,Pass with distinction,0,1,1.3,3.91,4.13,3.68,4
55897,2021,Pass with distinction,0,1,1.3,3.91,4.13,2.8,4.38
36944,2022,Pass with distinction,0,1,1.3,2.42,3.89,4.1,4.53
55634,2023,Pass,0,1,1.3,3.91,4.28,4.08,4.28
79564,2024,Pass,0,1,1.3,4.3,4.21,2.91,2.47
88119,2025,Pass with distinction,0,1,1.3,3.05,4.72,3.96,4.34
31654,2026,Pass,0,1,1.3,3.26,4.02,3.61,3.21
45513,2027,Pass with distinction,0,1,1.3,3.3,4.26,4.04,3.94
61086,2028,Borderline pass,0,1,1.4,3.04,4.36,3.02,3.47
70869,2029,Pass with distinction,0,1,1.3,2.59,3.66,3.12,3.21
79785,2030,Pass,0,1,1.3,2.99,4.79,4.51,3.39
40233,2031,Pass,0,1,1.3,3.75,4.74,3.73,3.74
65130,2032,Pass,0,1,1.3,2.41,4.17,3.39,4.06
67680,2033,Pass,0,1,1.3,4.03,3.87,3.08,2.58
38184,2034,Pass with distinction,0,1,1.3,4.3,4.81,4.76,4.74
56257,2035,Pass with distinction,0,1,1.3,2.86,4.72,4.67,4.66
93883,2036,Pass,0,1,1.3,2.95,3.09,3.11,3.52
65026,2037,Pass with distinction,1,0,1.3,3.2,4.34,4.06,4.43
50460,2038,Pass with distinction,0,1,1.3,3.05,4.32,3.69,3.87
83396,2039,Borderline pass,0,1,1.3,3.28,4.34,2.79,2.11
62488,2040,Pass,1,0,1.3,3.67,3.57,3.07,3.66
51239,2041,Pass,1,0,1.3,4.06,4.6,3.88,4.19
44391,2042,Pass,0,1,1.3,3.48,3.43,3.12,3.51
30884,2043,Pass,1,0,1.3,4.02,4.68,4.29,4.21
71674,2044,Borderline pass,0,1,1.3,3.96,4.02,2.58,2.79
94376,2045,Borderline pass,0,1,1.3,2.14,4.23,2.78,2.14
79035,2046,Pass,0,1,1.3,3.57,3.91,2.96,2.79
49810,2047,Pass,0,1,1.3,3.75,4.45,4,4.19
68931,2048,Pass with distinction,0,1,1.3,4.22,4.64,4.63,4.53
33111,2049,Pass with distinction,1,0,1.3,3.89,4.4,3.96,4.53
33436,2050,Pass,0,1,1.3,2.57,3.74,3.15,2.58
45092,2051,Pass,0,1,1.4,3.04,4.49,3.69,3.84
34325,2052,Pass with distinction,1,0,1.4,4.38,4.76,3.69,4.02
83341,2053,Pass,0,1,1.4,3.28,3.73,3.23,3.32
53797,2054,Pass with distinction,1,0,1.4,3.83,4.47,4.14,4.15
82489,2055,Borderline pass,0,1,1.5,2.38,3.44,3.05,1.67
85601,2056,Pass,1,0,1.4,3.96,3.76,3.17,3.53
54654,2057,Pass,0,1,1.4,2.25,4,3.45,3.66
91375,2058,Borderline pass,0,1,1.4,2.11,3.51,2.97,2.08
37929,2059,Pass,0,1,1.4,3.66,3.18,3.61,2.78
71306,2060,Pass,0,1,1.4,3.19,3.87,3.44,3.17
47577,2061,Pass,0,1,1.4,3.28,4.51,3.38,3.13
70229,2062,Pass with distinction,1,0,1.4,4.24,4.58,4.43,4.7
93383,2063,Pass with distinction,1,0,1.4,4.1,4.82,4.61,4.66
26834,2064,Pass with distinction,0,1,1.4,3.83,4.69,3.53,4.24
95017,2065,Borderline pass,0,1,1.5,3.61,3.47,2.8,1.92
55222,2066,Pass with distinction,0,1,1.4,3.58,4.22,3.23,4.64
74440,2067,Borderline pass,0,1,1.4,2.77,3.24,2.08,2.15
70006,2068,Pass,0,1,1.5,2.81,4.18,2.78,2.09
91569,2069,Pass with distinction,0,1,1.4,2.97,4.38,4.51,4.68
96498,2070,Pass with distinction,0,1,1.4,3.66,4.87,4.69,4.7
80036,2071,Pass,0,1,1.4,2.05,4.31,4.16,3.66
69366,2072,Borderline pass,0,1,1.4,2.32,3.51,3.2,2.15
39582,2073,Pass with distinction,1,0,1.4,2.68,3.96,3.73,4.21
76811,2074,Pass,1,0,1.4,2.93,4.11,3.27,2.72
59244,2075,Pass,0,1,1.4,2.95,4.42,3.49,3.36
68908,2076,Pass,0,1,1.4,2.36,4.24,3.64,2.81
65016,2077,Pass,0,1,1.4,4.2,4.36,4.22,3.79
54229,2078,Borderline pass,0,1,1.4,3.67,3.53,2.27,1.81
93883,2079,Pass,1,0,1.5,2.71,3.42,3.06,2.44
61332,2080,Pass,0,1,1.4,2.71,3.47,2.91,2.26
76960,2081,Pass,0,1,1.4,4.03,4.2,3.67,3.6
64572,2082,Pass with distinction,1,0,1.4,4.88,4.93,4.69,4.79
95443,2083,Pass,0,1,1.4,3.47,3.58,2.48,2.95
80047,2084,Pass,0,1,1.4,3.82,3.22,3.42,3.51
84049,2085,Pass,0,1,1.4,3.67,4.29,3.8,3.79
34534,2086,Pass with distinction,0,1,1.4,3.96,4.62,4.33,4.74
24921,2087,Pass with distinction,0,1,1.4,3.54,4.89,4.76,4.83
81272,2088,Pass with distinction,0,1,1.4,4.1,4.78,4.2,4.89
92829,2089,Pass,0,1,1.4,2.85,4.31,3.41,3.94
70748,2090,Pass,0,1,1.4,4.38,4.27,3.31,3.96
79848,2091,Pass,0,1,1.4,4.45,4.76,3.53,3.33
39657,2092,Pass with distinction,0,1,1.4,4.03,4.71,4.37,4.19
51252,2093,Pass,0,1,1.4,4.11,4.2,3.47,3.72
36501,2094,Pass with distinction,1,0,1.4,3.88,4.84,4.59,4.7
74274,2095,Pass with distinction,0,1,1.4,4.14,4.84,4.51,4.68
85216,2096,Pass,0,1,1.4,2.36,4.42,4.04,4.23
41670,2097,Pass with distinction,0,1,1.4,4.38,4.82,4.51,4.7
54683,2098,Pass with distinction,0,1,1.4,3.59,4.82,4.31,4.4
96026,2099,Pass,1,0,1.4,2.85,4.38,3.51,3.09
80851,2100,Pass,1,0,1.4,2.85,4.07,3.57,2.86
40932,2101,Pass with distinction,0,1,1.4,4.58,4.62,4.67,4.79
77289,2102,Pass,0,1,1.4,2.84,3.84,2.76,3.15
94450,2103,Pass with distinction,0,1,1.5,4.77,4.53,4.24,4.28
60546,2104,Pass,0,1,1.4,3.13,4.24,3.49,3.31
53428,2105,Pass with distinction,0,1,1.4,3.19,4.29,3.81,4.15
89068,2106,Pass with distinction,0,1,1.4,4.31,4.04,3.8,4.11
49772,2107,Pass,0,1,1.4,2.29,4.58,3.46,3.06
44510,2108,Pass with distinction,0,1,1.4,3.47,4.47,4.14,4.09
80228,2109,Pass,0,1,1.4,3.75,4.07,3.8,3.94
86376,2110,Borderline pass,0,1,1.5,4.17,4.56,3.59,2.76
68665,2111,Pass,0,1,1.4,2.89,4.07,2.94,3.19
96243,2112,Pass,0,1,1.4,3.54,4.09,3.55,3.34
65489,2113,Pass with distinction,0,1,1.4,2.85,4.69,3.92,4.53
83107,2114,Borderline pass,0,1,1.4,2.85,3.44,3.1,3.02
95260,2115,Pass,0,1,1.4,3.13,4.69,3.86,4.11
37218,2116,Pass with distinction,0,1,1.4,4.24,4.16,2.94,3.08
70864,2117,Pass,0,1,1.4,3.52,4.2,2.75,1.87
59488,2118,Pass,0,1,1.4,2.15,3.71,2.67,2.73
28427,2119,Pass,0,1,1.4,3.52,4.89,3.82,3.68
29073,2120,Borderline pass,0,1,1.4,3.47,4.02,2.95,2.36
81676,2121,Pass with distinction,1,0,1.4,3.75,4.64,3.78,3.72
75986,2122,Pass,0,1,1.4,3.96,4.13,2.73,3
57251,2123,Borderline pass,0,1,1.4,2.71,3.8,2.8,2.38
62634,2124,Pass,0,1,1.4,2.86,3.78,2.84,1.83
28090,2125,Pass,0,1,1.4,3.68,4.67,4.06,3.51
85226,2126,Borderline pass,0,1,1.4,2.99,3.78,1.97,2.26
55972,2127,Pass,1,0,1.4,2.34,3.8,2.46,1.86
67313,2128,Pass,0,1,1.4,3.93,4.2,3.42,2.47
35153,2129,Pass,1,0,1.4,2.29,3.69,2.4,2.57
27065,2130,Pass,0,1,1.4,4.03,4.18,3.57,3.66
25716,2131,Pass with distinction,0,1,1.4,2.5,4.27,3.7,3.04
67977,2132,Borderline pass,0,1,1.4,3.66,4.22,2.69,1.94
87168,2133,Pass,0,1,1.4,3.75,4.24,4.1,3.91
26042,2134,Pass with distinction,0,1,1.4,3.67,4.09,3.33,4.06
64837,2135,Pass,0,1,1.5,2.77,3.89,2.37,3.47
43903,2136,Pass,1,0,1.5,2.27,3.6,2.85,4.06
69733,2137,Pass,0,1,1.5,1.96,2.89,2.34,3.52
71454,2138,Pass,0,1,1.5,3.39,4.29,2.84,4.02
43988,2139,Pass,0,1,1.5,2.29,3.27,2.07,3.25
28561,2140,Pass,0,1,1.5,2.71,3.33,2.24,3.06
48367,2141,Pass with distinction,1,0,1.5,4.51,4.73,4.2,4.71
24998,2142,Pass with distinction,0,1,1.5,4.22,4.67,3.61,4.31
78883,2143,Pass,0,1,1.5,3.68,3.78,2.82,4.31
67207,2144,Pass with distinction,0,1,1.5,3.19,4.56,3.87,4.43
95428,2145,Pass with distinction,0,1,1.5,4.17,4.49,3.46,4.04
91649,2146,Pass,1,0,1.5,3.05,4.53,3.51,3.94
71974,2147,Pass,0,1,1.5,2.97,4.49,2.76,3.76
68660,2148,Pass,0,1,1.5,3.75,4.56,3.08,3.92
29607,2149,Pass,1,0,1.5,3.75,4.07,3.37,3.73
83314,2150,Pass,0,1,1.5,2.32,2.71,2.49,3.42
66903,2151,Pass,0,1,1.5,2.4,4.31,2.71,3.57
72316,2152,Pass,0,1,1.5,3.33,4.33,3.33,3.57
39677,2153,Pass,0,1,1.5,3.21,3.51,2.35,3.25
81302,2154,Pass,0,1,1.5,3.92,4.13,3.09,3.96
39324,2155,Pass,0,1,1.5,4.1,4.13,3.62,4.47
59963,2156,Pass with distinction,0,1,1.5,2.66,3.84,3.13,3.96
73404,2157,Pass with distinction,0,1,1.5,3.98,4.89,4.63,4.6
71553,2158,Pass,1,0,1.5,2.19,3.49,3.22,3.36
46480,2159,Pass,0,1,1.5,2.73,3.89,3.29,3.98
85797,2160,Pass,1,0,1.5,2.71,3.62,2.61,3.34
90564,2161,Pass with distinction,0,1,1.5,3.75,4.04,3.57,4.36
95237,2162,Pass,0,1,1.5,3.61,4.04,3.2,4.15
77818,2163,Pass,0,1,1.5,2.76,3.2,2.52,3.86
74583,2164,Pass,0,1,1.5,2.5,3.56,3,3.96
63440,2165,Pass,0,1,1.5,2.99,3.76,2.81,3.28
61039,2166,Pass with distinction,0,1,1.5,3.19,4.6,3.61,4.36
52543,2167,Pass with distinction,1,0,1.5,3.54,4.71,4.1,4.74
26069,2168,Pass,0,1,1.5,2.85,3.89,2.36,3.79
81189,2169,Pass with distinction,0,1,1.5,3.24,3.96,3.27,4.12
62835,2170,Pass,0,1,1.5,2.97,3.8,2.88,3.83
77633,2171,Pass,1,0,1.5,2.85,4.13,3.39,4.19
36836,2172,Pass,0,1,1.5,3.67,3.33,2.5,3.81
87242,2173,Pass with distinction,0,1,1.5,4.14,4.31,3.31,4
34375,2174,Pass,0,1,1.5,2.29,3.64,2.4,3.21
33927,2175,Pass,1,0,1.5,3.54,4.31,3.15,3.64
39919,2176,Pass with distinction,0,1,1.5,4.51,3.98,3.33,4.55
28114,2177,Pass with distinction,0,1,1.5,3.84,4.6,3.45,4.52
56216,2178,Pass,0,1,1.5,4.17,4.64,4.22,4.45
35923,2179,Pass,0,1,1.5,2.5,3.69,3.27,4.5
49753,2180,Pass,0,1,1.5,2.78,3.27,2.72,3.29
93572,2181,Pass,0,1,1.5,3.54,4.18,3.4,4.18
44179,2182,Pass,0,1,1.5,3.67,4.27,3,3.61
84505,2183,Pass with distinction,1,0,1.5,3.44,4.82,4,4.57
92888,2184,Pass,0,1,1.5,3.13,4.64,4.08,4.45
77878,2185,Pass,0,1,1.5,4.3,4,2.71,3.45
40335,2186,Pass with distinction,0,1,1.5,2.71,3.87,3.78,4.35
93145,2187,Pass,0,1,1.5,3.61,4.22,2.86,2.89
25188,2188,Pass,1,0,1.5,2.58,4.18,3.59,4.11
23671,2189,Pass,0,1,1.5,4.03,3.82,2.9,3.64
28641,2190,Pass,0,1,1.5,3.33,3.36,2.72,3.28
68363,2191,Pass with distinction,1,0,1.5,2.5,4.73,3.67,4.09
45045,2192,Pass,0,1,1.5,2.83,3.33,2.58,3.71
75745,2193,Pass with distinction,0,1,1.5,3.2,3.87,2.64,3.91
46007,2194,Pass,0,1,1.5,3.3,4.53,3.76,4.15
35630,2195,Pass,0,1,1.5,3.47,4.09,2.57,2.93
30821,2196,Pass,0,1,1.5,4.69,4.22,3.06,4.4
74071,2197,Pass,1,0,1.5,3.47,4.11,3.22,4.15
31317,2198,Pass with distinction,0,1,1.5,4.29,4.64,4.16,4.47
62064,2199,Pass,0,1,1.5,3.89,3.22,2.39,3.57
77009,2200,Pass,0,1,1.5,3.67,4.47,3.94,4.06
89487,2201,Pass with distinction,0,1,1.5,3.4,4.51,3.77,4.51
28546,2202,Pass with distinction,0,1,1.5,3.82,4.64,3.65,4.7
34277,2203,Pass with distinction,0,1,1.5,3.44,4.38,3.82,4.57
62531,2204,Pass,0,1,1.5,3.26,4.11,3.4,4.11
76114,2205,Pass,0,1,1.5,4.03,3.87,3.33,3.96
37029,2206,Pass,1,0,1.1,2.1,2.71,1.96,2.08
59118,2207,Borderline pass,1,0,1.4,4.29,2.87,1.53,1.09
63997,2208,Borderline pass,0,1,1.1,2.5,2.53,1.7,1.65
52733,2209,Pass,0,1,1.2,2.99,3.23,1.91,1.92
24142,2210,Pass,0,1,1.1,2.29,4.13,4.1,3.49
90226,2211,Pass,0,1,1.1,2.99,4.33,4.24,3.43
52181,2212,Pass,0,1,1.1,3.75,3.17,3.47,3.58
60704,2213,Pass,0,1,1.1,2.23,3.41,3.24,2.49
90595,2214,Borderline pass,0,1,1.5,2.42,2.48,2.33,1.67
72689,2215,Pass,0,1,1.1,2.14,3.87,3.74,3.32
47584,2216,Pass,0,1,1.1,2.32,2.98,2.44,2.23
75158,2217,Pass,0,1,1.1,3.75,3.98,2.7,2.49
56393,2218,Pass,0,1,1.1,2.5,3.47,3.36,3.04
35215,2219,Pass with distinction,1,0,1.1,3.44,4.16,4.54,4.57
57746,2220,Borderline pass,0,1,1.1,2.14,3.1,2.75,2.42
34095,2221,Pass,0,1,1.1,3.19,3.49,3.94,3.17
38591,2222,Borderline pass,0,1,1.1,3.33,3.06,2.6,1.65
87295,2223,Pass,0,1,1.1,3.36,3.73,4.04,3.81
76390,2224,Pass,0,1,1.1,3.26,3.48,3.08,2.18
58291,2225,Borderline pass,0,1,1.1,2.71,3.02,2.48,1.84
66557,2226,Pass,0,1,1.1,2.99,3.06,3.35,3.46
33034,2227,Pass,1,0,1.1,2.05,3.06,2.96,3.65
24416,2228,Pass with distinction,1,0,1.1,3.4,4.47,4.38,4.6
41741,2229,Pass with distinction,1,0,1.1,3.83,4.09,4.64,4.79
64249,2230,Pass with distinction,0,1,1.1,3.3,4.4,4.54,4.66
91945,2231,Pass with distinction,1,0,1.1,2.85,3.87,4.04,4.43
78721,2232,Pass with distinction,0,1,1.1,3.59,4.58,4.9,4.91
53538,2233,Pass,1,0,1.1,3.39,3.32,3.56,3.36
65830,2234,Pass,0,1,1.1,3.06,3.32,3.8,3.91
73273,2235,Borderline pass,0,1,1.1,2.59,2.76,2.45,1.77
85906,2236,Pass,1,0,1.1,4.22,3.18,3.44,2.98
97151,2237,Pass,1,0,1.1,3.13,2.49,3.39,3.75
51856,2238,Pass,0,1,1.2,3.28,2.61,1.62,1.58
45598,2239,Borderline pass,0,1,1.1,3.33,3.11,3.23,2
82058,2240,Pass with distinction,1,0,1.1,3.89,4.11,4.5,4.4
66849,2241,Pass,1,0,1.1,3.56,2.96,2.61,1.95
32129,2242,Pass,1,0,1.1,3.36,3.29,3.38,2.98
32758,2243,Pass with distinction,1,0,1.1,3.4,4.31,4.54,4.45
67118,2244,Pass,0,1,1.1,3,3.36,4.3,4.09
80340,2245,Pass,1,0,1.1,3.48,3.34,3.08,2.35
43021,2246,Pass,0,1,1.1,3.39,3.67,2.84,2.42
77100,2247,Borderline pass,0,1,1.1,2.41,2.8,2.2,1.24
61248,2248,Pass with distinction,1,0,1.1,3.59,4.56,4.72,4.73
66846,2249,Pass,0,1,1.1,3.83,3.51,3.73,4.25
41057,2250,Pass,0,1,1.1,3.47,3.22,2.98,3.36
60552,2251,Pass,1,0,1.1,4.22,3.31,3.22,3.31
62949,2252,Fail,0,1,1.2,2.86,3.2,2.63,1.37
41705,2253,Borderline pass,0,1,1.2,3.19,3.42,3,1.65
87891,2254,Pass,1,0,1.1,3.5,3.6,3.5,3.46
96156,2255,Pass,0,1,1.1,3.04,3.69,3.76,3.38
81895,2256,Pass,0,1,1.1,2.29,3.6,3.8,2.61
59276,2257,Pass,1,0,1.2,3.83,2.76,2.83,1.78
62913,2258,Pass,0,1,1.1,2.85,4.09,4.2,4.17
62192,2259,Pass,0,1,1.1,3.19,2.82,2.16,3.02
29216,2260,Borderline pass,1,0,1.1,3.04,2.89,2.04,1.84
76571,2261,Pass,0,1,1.1,3.52,3.02,2.16,2.42
88941,2262,Borderline pass,0,1,1.2,2.15,2.3,1.98,2.31
59171,2263,Pass,0,1,1.1,3.3,3.43,3.2,2.69
70317,2264,Pass with distinction,1,0,1.1,3.66,4.02,4.38,4.3
25067,2265,Pass with distinction,0,1,1.1,4.14,4.53,4.78,4.32
72367,2266,Borderline pass,0,1,1.1,4.22,3.54,4.1,2.18
91313,2267,Pass with distinction,0,1,1.1,2.71,4.33,4.22,3.72
76865,2268,Pass,0,1,1.1,2.73,3.11,3.48,3.15
39643,2269,Pass with distinction,1,0,1.1,3.13,3.51,3.94,4.74
89116,2270,Pass with distinction,0,1,1.1,2.95,4.64,4.7,4.83
48760,2271,Pass with distinction,1,0,1.1,3.82,4.16,4.52,4.06
51159,2272,Pass,0,1,1.1,2.59,3.89,4.26,3.48
84091,2273,Pass,0,1,1.1,2.66,3.38,3.04,2.47
36947,2274,Pass,0,1,1.2,2.41,4.02,3.88,2.94
90019,2275,Pass,0,1,1.2,3.36,3.52,3.25,2.98
78779,2276,Pass with distinction,1,0,1.2,3.36,4.65,4.41,4.5
85368,2277,Pass,0,1,1.2,2.58,3.52,3.32,3.96
39283,2278,Pass,0,1,1.2,2.95,3.89,3.53,3.32
77052,2279,Pass,1,0,1.2,2.19,3.28,2.44,2.2
38900,2280,Pass,0,1,1.2,2.4,2.35,2.31,2.43
84996,2281,Pass,0,1,1.4,2.5,3.48,1.72,1.62
47089,2282,Borderline pass,0,1,1.3,2.86,3.6,2.36,1.87
80543,2283,Pass with distinction,0,1,1.2,2.86,4.37,4.2,4.5
79602,2284,Pass,0,1,1.3,2.5,3.87,3.38,2.76
48899,2285,Pass,1,0,1.2,3.68,4.09,3.96,4.07
39537,2286,Pass with distinction,0,1,1.2,3.88,4.7,4.49,4.98
34286,2287,Pass,0,1,1.2,1.88,3.54,3.43,3.02
92952,2288,Pass,1,0,1.2,3.04,3.26,3.25,3.27
29202,2289,Pass,0,1,1.2,2.19,3.61,3.51,2.92
58085,2290,Borderline pass,0,1,1.3,3.05,3.57,2.18,1.83
83271,2291,Pass,0,1,1.2,2.42,3.57,2.48,1.9
43653,2292,Pass,0,1,1.3,2.97,3.32,3.04,2.82
45655,2293,Pass with distinction,1,0,1.3,3.59,3.43,3.16,3.49
61821,2294,Pass with distinction,0,1,1.3,2.42,3.3,2.62,3.21
37023,2295,Pass,1,0,1.3,2.97,3.32,2.24,2.85
49291,2296,Pass,0,1,1.3,3.44,2.81,2.48,2.55
65300,2297,Pass,0,1,1.3,3.44,3.51,2.76,2.46
60066,2298,Pass,0,1,1.3,2.36,3.51,2.24,3
73966,2299,Pass with distinction,0,1,1.3,3.26,4.45,3.51,3.68
96387,2300,Pass,1,0,1.3,3.39,3.3,2.44,3.37
84012,2301,Pass,0,1,1.3,2.6,3.68,3.15,2.24
27206,2302,Pass with distinction,1,0,1.3,4.38,4.06,3.29,3.87
80630,2303,Pass with distinction,0,1,1.3,4.22,4.34,3.53,3.45
42154,2304,Pass with distinction,0,1,1.3,3,3.55,3.35,3.83
67486,2305,Pass with distinction,1,0,1.3,2.5,4.55,4.14,4.62
53260,2306,Pass,0,1,1.3,3.06,3.4,3.06,3.79
37130,2307,Borderline pass,1,0,1.3,3.59,2.32,2.21,2.4
93730,2308,Pass,0,1,1.3,3.13,2.85,2.56,2.68
56144,2309,Pass with distinction,0,1,1.3,3.66,4.06,3.78,4.11
54537,2310,Pass with distinction,1,0,1.3,3.21,3.85,3.78,3.84
34433,2311,Pass,0,1,1.4,3.13,4.04,3.65,3.55
93913,2312,Pass,0,1,1.3,2.59,4.11,3.06,3.72
30011,2313,Pass with distinction,1,0,1.3,2.97,2.89,2.67,3.26
62740,2314,Pass,0,1,1.3,3.47,3.64,3.06,2.57
43234,2315,Borderline pass,1,0,1.3,3.02,3.06,2.28,2.07
34835,2316,Pass,0,1,1.3,2.68,4.02,3.59,3.91
58088,2317,Pass,1,0,1.3,2.81,3.68,3.08,3.49
54737,2318,Pass,1,0,1.3,2.5,3.49,2.4,2.74
97478,2319,Pass,0,1,1.3,2.23,3.57,3,2.51
30676,2320,Pass with distinction,0,1,1.3,4.17,4.57,3.94,4.32
80483,2321,Pass with distinction,1,0,1.4,3.91,4.55,4.59,4.74
84956,2322,Pass with distinction,1,0,1.3,3.13,3.87,3.31,3.73
89794,2323,Pass,1,0,1.3,3.54,3.34,2.83,3.41
51607,2324,Pass,1,0,1.3,3.3,2.74,2.72,3.06
62106,2325,Pass,1,0,1.3,2.86,3.57,3.1,3.4
26673,2326,Pass with distinction,1,0,1.3,2.58,3.98,3.75,3.87
31758,2327,Pass with distinction,1,0,1.2,3.83,4.3,3.85,3.88
52588,2328,Pass with distinction,0,1,1.3,3.83,4.26,3.78,4.24
66972,2329,Pass with distinction,1,0,1.3,3.19,3.51,3.28,3.77
46084,2330,Pass,1,0,1.3,3.23,3.28,2.69,3.27
34277,2331,Pass with distinction,0,1,1.3,4.24,4.51,4.45,4.72
90949,2332,Pass,1,0,1.3,2.99,3.72,2.66,3.09
47606,2333,Pass,0,1,1.3,3.2,4.55,3.53,3.51
44875,2334,Pass with distinction,0,1,1.3,2.77,4.11,3.13,3.7
24229,2335,Pass,1,0,1.3,3.44,3.47,3.29,3.38
33353,2336,Pass,1,0,1.3,2.89,3.38,2.17,1.83
45460,2337,Pass,1,0,1.3,3.47,3.47,2.9,3.04
93512,2338,Pass,0,1,1.4,3.36,3.51,2.85,3.57
71216,2339,Pass with distinction,1,0,1.3,3.05,3.26,2.7,3.15
88506,2340,Pass,1,0,1.3,4.3,4.6,4.02,4.53
70379,2341,Pass with distinction,1,0,1.3,4.03,3.74,3.04,2.96
83558,2342,Pass,1,0,1.3,2.58,3.47,2.62,2.42
38399,2343,Pass,0,1,1.4,3.48,3.4,3.05,2.39
75820,2344,Pass,0,1,1.4,2.19,2.76,2.47,1.78
85488,2345,Pass,0,1,1.4,4.38,4.29,3.25,2.83
45496,2346,Pass with distinction,0,1,1.4,4.03,4.8,4.55,4.38
28806,2347,Pass,1,0,1.4,3.54,4,3.23,3.74
33046,2348,Pass,1,0,1.4,2.89,3.42,3.35,3.32
65731,2349,Pass with distinction,0,1,1.4,3.44,4.62,4.1,4.23
83425,2350,Pass with distinction,1,0,1.4,3.96,4.2,3.48,3.62
92915,2351,Pass with distinction,1,0,1.4,3.61,4.62,4.59,4.7
69812,2352,Pass,0,1,1.4,2.71,4.16,2.87,2.53
73466,2353,Pass,0,1,1.4,2.39,3.49,3.18,2.92
74146,2354,Pass,1,0,1.4,3.83,3.87,2.39,2.42
64727,2355,Pass with distinction,1,0,1.4,3.54,3.8,3.02,3.34
63544,2356,Pass,0,1,1.4,2.36,3.93,2.73,2.29
52369,2357,Pass,0,1,1.4,2.84,3.73,3.19,3.35
41905,2358,Pass with distinction,1,0,1.4,2.58,4.36,3.14,3.48
88515,2359,Pass,0,1,1.4,2.68,4.16,3.2,2.45
94971,2360,Pass with distinction,0,1,1.4,3.2,4.78,4.49,4.45
63497,2361,Pass,0,1,1.4,2.73,3.8,3.17,3.02
94696,2362,Pass,0,1,1.4,3.59,4.24,3.22,3
35225,2363,Pass,0,1,1.4,3.91,4.13,3.35,2.96
32323,2364,Borderline pass,0,1,1.5,2.81,3.42,2.24,1.64
79238,2365,Pass with distinction,0,1,1.4,2.42,4.27,3.41,3.37
42070,2366,Pass,0,1,1.5,3.25,4.49,2.51,3.53
26100,2367,Pass,0,1,1.4,3.44,4,3.54,3.72
35135,2368,Pass with distinction,1,0,1.4,3.61,4.96,4.88,4.81
61469,2369,Pass with distinction,0,1,1.4,4.03,4.07,4.12,4.68
27261,2370,Pass,0,1,1.4,3.82,4.13,3.29,2.91
63128,2371,Pass,0,1,1.4,3.89,4.36,3.59,3.57
44444,2372,Pass,0,1,1.4,2.85,4.4,4.1,3.31
79542,2373,Borderline pass,1,0,1.5,2.42,2.56,2.21,1.62
77497,2374,Pass,0,1,1.4,3.75,4.02,2.96,1.98
95380,2375,Pass,0,1,1.5,2.89,3.98,2.94,2.97
86064,2376,Pass,0,1,1.4,2.97,4.78,4.16,4.11
71980,2377,Pass with distinction,0,1,1.4,4.19,4.42,3.96,4
57417,2378,Pass with distinction,0,1,1.4,2.83,3.33,3.44,3.68
31193,2379,Pass,0,1,1.4,3.65,4.53,3.98,4.36
97537,2380,Pass,0,1,1.4,4.03,3.91,3.15,3.1
88955,2381,Pass,0,1,1.4,2.64,3.69,2.47,1.89
81024,2382,Pass,1,0,1.4,2.57,3.8,3.04,3.62
31295,2383,Pass,0,1,1.4,3.75,3.93,2.8,1.81
97563,2384,Pass with distinction,1,0,1.4,3.38,3.87,3.29,3.4
33541,2385,Pass with distinction,1,0,1.4,3.96,4.07,3.51,3.24
47130,2386,Pass,0,1,1.4,3.67,4.29,3.29,2.83
55241,2387,Pass,1,0,1.4,3.33,4.07,2.41,3.02
56553,2388,Pass,1,0,1.4,2.32,3.42,2.72,3.07
47689,2389,Pass,0,1,1.4,3.19,3.49,2.89,3.49
66978,2390,Pass,1,0,1.4,2.71,3.49,2.59,2.59
56619,2391,Borderline pass,0,1,1.4,3.4,3.49,3.06,2.43
44033,2392,Pass,1,0,1.4,2.46,3.2,2.26,1.61
87318,2393,Borderline pass,0,1,1.4,3.39,4.13,2.51,2.29
83500,2394,Borderline pass,0,1,1.4,3.33,3.98,2.66,1.74
47682,2395,Pass with distinction,0,1,1.4,3.75,4.42,4.16,3.94
68487,2396,Pass,0,1,1.4,3.89,4.44,4.1,3.6
93868,2397,Borderline pass,0,1,1.4,3.91,3.33,2.57,2.02
84229,2398,Pass with distinction,0,1,1.4,3.26,3.96,3.47,3.62
24173,2399,Pass with distinction,1,0,1.4,3.66,4.24,3.76,3.69
64334,2400,Pass with distinction,1,0,1.4,3.98,4.42,4.31,4.47
84071,2401,Borderline pass,0,1,1.4,3.05,3.2,3.18,2.08
56646,2402,Pass,1,0,1.5,2.68,3.53,2.67,3.3
46820,2403,Pass,1,0,1.5,3.19,4.09,3.18,4.08
59601,2404,Pass,0,1,1.5,2.83,3.84,3.35,3.94
58964,2405,Pass,0,1,1.5,3.52,3.8,3.07,3.73
74548,2406,Pass,0,1,1.5,3.2,3.76,2.48,3.74
